xml:id,forename,surname,addName,role,trait_texts,birth_date,birth_place,death_date,death_place,nationality,works,ulan,bnf,viaf,isni,vat,wikidata
JeanDaret,Jean,Daret,Mr. Daret,peintre et graveur français (1613-1668),N/A,1613-01-01,Bruxelles,1668-01-01,Aix-en-Provence,Pays-Bas des Habsbourg,,500004784,149761500,12579202,0000000066604529,495/364464,Q3171555
PierreDaret,Pierre,Daret,P. DARET,graveur français (1604-1678),,1604-01-01,Paris,1678-03-29,Département des Landes,France,,500019399,12259347g,9906261,0000000121202494,,Q2093368
DariusIII,Darius,Darius III,Darius III; Darius,roi de Perse de 336 à 330 av. J.-C.,monarque,0380,Perse,0330-01-01,Bactriane,Empire achéménide,,500353980,13166885v,231805730,0000000367249110,,Q102865
Dathan,Dathan,Dathan,Dathan,personnage biblique,N/A,,N/A,,N/A,,,,,4160604778316122749,,,Q2238834
CarloDati,Carlo Roberto,Dati,Carlo Dati,philologue et scientifique italien,"Professor of classics at the Studio Fiorentino from 1648. And a member of the Accademia della Crusca, founded for the study of the Tuscan
            language.",1619-10-12,Florence,1676-01-01,Florence,,,500316518,10497055p,9836658,0000000080883966,495/72601,Q3659787
David,David,David,David; Davitte,"personnage de la Bible, deuxième roi d'Israël","gardien de troupeau, dirigeant ou dirigeante, poète ou poétesse, seigneur de guerre, instrumentiste, monarque",1040,Bethléem,0969,Jérusalem,Monarchie unifiée d'Israël et Juda,,,14569207z,28348953,0000000101373309,,Q41370
CharlesIIBourbon,Charles II,de Bourbon,Cardinal de Vendôme; Cardinal di Baiosa,n/a,"prélat | Aussi connu sous le nom de ""Cardinal de Vendôme"".",1562-08-19,France,1594-07-30,Paris,France,,,178144076,252805423,0000000376229250,,Q2959407
CleantheDeCorinthe,Cléanthe,de Corinthe,Cléanthès de Corinthe; Cleante Corinthio; Cleante,peintre antique,artiste peintre,0700,N/A,0700,N/A,,,500123623,,96594088,,,Q43315
Iaia,Iaia,de Cyzique,"Marzia, Marcia; Marzia; Martia",peintre grecque antique,"artiste peintre | En italien, on trouve aussi Marzia ou Marcia.",0100,Cyzique,,Rome antique,,,,,6109165871026564270007,,,Q537177
PhilippeDeFrance,Philippe,de France,Monsieur; DUCA D’ORLEANS,prince français,"collectionneur ou collectionneuse d'œuvres d'art, militaire | Duc d'Orléans et d'Anjou (1640-1701)",1640-09-21,Saint-Germain-en-Laye,1701-06-09,Saint-Cloud,France,,500373184,11945197c,2478821,0000000119442608,495/172798,Q296555
CharlesIIFrancois,Charles II François,de Habsbourg,Charles II d'Autriche-Styrie; Arciduca Carlo,aristocrate autrichien,aristocrate | Archiduc d'Autriche de 1564 à 1590.,1540-06-03,Vienne,1590-07-10,Graz,Monarchie de Habsbourg,,500452964,16297309t,36103840,0000000061283228,495/113710,Q156400
CornelisVanHeem,Cornelis,de Heem,CORNEILLE VAN HEEM,peintre hollandais,,1631-04-08,Leiden,1695-05-17,Antwerpen,Pays-Bas méridionaux,,500018142,14975684f,74126109,0000000066641311,,Q1133621
JuanDeHerreraDeMaliano,Juan,de Herrera de Maliaño,Giovan d'Errera,architecte,"On trouve ""Giovan d'Errera"" chez Lomazzo (Idea).",1530-01-01,N/A,1597-01-15,Madrid,Espagne,,500116393,11975174b,88624257,0000000081624798,495/1384,Q363914
Idomenee,Idoménée,de Lampsaque,Idoménée de Lampsaque; Idomeneo,philosophe grec,"philosophe, historien ou historienne, biographe",0400,N/A,,N/A,,,,,57001696,,,Q648287
ChristineDeLorraine,Christine,de Lorraine,Christine de Lorraine; gran Duchessa di Toscana,aristocrate française,aristocrate,1565-08-16,palais des ducs de Lorraine,1637-12-19,Florence,France,,,14411588g,383145858288623022719,0000000066350338,,Q257579
DorotheeDeLorraine,Dorothée,de Lorraine,Dorothée de Lorraine; Dorotea di Bransvich,duchesse de Brunswick-Lünebourg-Calenberg,aristocrate | Princesse de la maison de Lorraine par naissance et duchesse de Brunswick-Lünebourg-Calenberg par mariage.,1545-05-24,Deneuvre,1621-06-02,Nancy,,,,,,,,Q20036771
SaintAmbroise,Ambroise,de Milan,Saint Ambroise; Sant' Ambrogio; S. Ambrogio,"évêque de Milan, docteur et père de l'Église catholique","écrivain ou écrivaine, philosophe, théologien ou théologienne, prêtre catholique, personnalité politique, évêque catholique | Connu sous le nom de ""Saint Ambroise"".",0339,Trèves,0397-04-04,Milan,Rome antique,,500285185,11888642v,100227669,0000000121452186,495/53193,Q43689
Nostradamus,Michel,de Nostredame,Nostradamus; Notradamo,"médecin, botaniste et astrologue français, auteur de célèbres prophéties","pharmacien ou pharmacienne, astrologue, médecin écrivain, mathématicien ou mathématicienne, médecin, astronome, écrivain ou écrivaine | Plus connu sous le nom de Nostradamus.",1503-12-14,Saint-Rémy-de-Provence,1566-07-02,Salon-de-Provence,royaume de France,,,11887127b,16387613,0000000083395220,495/103938,Q39978
DemetriosDePhalere,Démétrios,de Phalère,Démétrios de Phalère; Demetrio Falereo; Demetrio,philosophe antique,"personnalité politique, philosophe, bibliothécaire | fils de Phanostratê",0350-01-01,Phalère,0283,Égypte,Athènes,,,121906097,22955539,0000000013558362,495/18973,Q313286
FredericArmandDeSchomberg,Frédéric-Armand,de Schomberg,Frédéric-Armand de Schomberg; Marescial di Schomberg,maréchal de France,militaire,1615-01-01,Heidelberg,1690-07-11,Boyne,Allemagne,,,14953772t,66734864,000000006658736X,,Q61718
JanusDeTroie,Janus,de Troie,Giano,,,,,,,,,,,,,,
InnocentIII,Lotario,de' Conti di Segni,Innocent III,pape de l’Église catholique de 1198 à 1216,"prêtre catholique, écrivain ou écrivaine | Pape sous le nom d'Innocent III",1160-02-22,Gavignano,1216-07-16,Pérouse,,,500319906,12000085n,16017787,0000000122769169,495/25302,Q128076
AnselmedeCantorbery,Anselme,deCantorbery,Saint Anselme; Santo Anselmo,"abbé bénédictin, archevêque de Cantorbéry, saint et docteur de l'Église","philosophe, théologien ou théologienne, prêtre catholique de rite romain, archevêque, écrivain ou écrivaine | Saint Anselme",1033,Aoste,1109-04-21,Canterbury,royaume de France,,,11888917g,100187025,0000000121451191,495/58183,Q43939
CamilloAlbizzi,Camillo,Degli Albizzi,Camillo de gli Albizi,,Patricien de Florence,,,,,,,,,,,,
FrancescoDelGiocondo,Francesco,Del Giocondo,Francesco del Giocondo,marchand florentin,marchand,1460-01-01,Florence,1542,Florence,,,,,46164055,0000000041198202,,Q1395822
GervaisDelabarre,Gervais,Delabarre,Mr. Gervais,sculpteur français,sculpteur ou sculptrice,1570,N/A,1644,N/A,France,,,,77225667,,,Q21034166
EtienneDelaune,Etienne,Delaune,Etienne Lanne,graveur et orfèvre français,Comment on works: Draftsman; Engraver; Medalist,1518-01-01,Paris,1583,Paris,France,,500026480,12528578z,32894728,0000000122099812,,Q2114093
WillemJacobszDelff,Willem Jacobsz,Delff,Guillaume Jaq. Delft,peintre et graveur néerlandais (1580-1638),,1580-09-15,Delft,1638-04-14,Delft,Provinces-Unies,,500012148,15027834g,66747348,0000000109112066,495/309908,Q807808
GirolamoDelfinone,Girolamo,Delfinone,Girolamo Delfinone,tapissier,Père de Scipione Delfinone.,,,,,,,,,,,,
MarcoAntonioDelfinone,Marco Antonio,Delfinone,Marco Antonio Delfino,tapissier,Fils de Scipione Delfinone.,,,,,,,,,,,,
ScipioneDelfinone,Scipione,Delfinone,Scipione Delfinone,n/a,universitaire,,Milan,1590-08-31,Milan,,,,,,,,Q3952399
StefanoDellaBella,Stefano,Della Bella,Stephano de la Bella,graveur italien (1610-1664),"He worked in Paris, France, under the name Etienne de la Belle from 1640 to 1649. In 1646, he worked briefly in the Netherlands. Comment
            on works: Landscapes; Marines",1610-05-18,Firenze,1664-07-12,Firenze,grand-duché de Toscane,,500018966,125498909,7502835,0000000121194885,495/7518,Q921242
TomasoDellaPorta,Tomaso,Della Porta,Messer Tomaso della Porta,"artist, dealers, collector, sculptor",N/A | frère de Giovanni Giacomo della Porta,1540,Porlezza,1618,Roma,,,,,,,,
SixteIV,Francesco,della Rovere,Sixte IV; Sixte quatrieme; Sixte quatriéme,"212e pape de l’Église catholique, de 1471 à 1484",prêtre catholique | Pape sous le nom de Sixte IV,1414-07-21,Celle Ligure,1484-08-12,Rome,États pontificaux,,500231118,12372622v,37712552,0000000108876742,495/10139,Q163514
FrancoisMarieDellaRovere,François-Marie Ier,della Rovere,François Marie Ier della Rovere; Francesco Maria Duca di Urbino; Fançois Marie de la Rovere; Francesco Maria primo; Francesco Maria; François Marie; Francoys Marie,condottiere italien,condottiere,1490-03-22,Senigallia,1538-10-20,Pesaro,,,,14960448m,57412164,0000000117650892,495/737,Q555015
JulesII,Giuliano,della Rovere,Jules II; Jules deuxiesme; Papa Giulio II.; Giulio secondo; Jules second; Pape Jule II; Papa Giulio; Pape Jules; Julles II; Julii II; Jule II,"216e pape de l’Église catholique, de 1503 à 1513",prêtre catholique | Pape sous le nom de Jules II,1443-12-05,Albisola Superiore,1513-02-21,Rome,république de Gênes,,500281862,119549219,51697938,0000000121326761,495/22338,Q80516
GuidobaldoIIDellaRovere,Guidobaldo II,della Rovere,Guidobaldo II della Rovere; Guidobaldo della Rovere,condottiere italien,condottiere | Duc d'Urbin de 1538 à 1574.,1514-04-02,Urbino,1574-09-28,Urbino,duché d'Urbino,,,13621725j,69106530,0000000066551498,495/63298,Q1397788
MicheleDellaTorre,Michele,Della Torre,Michele della Torre; Michele dalla Torre,prélat catholique,prêtre catholique,1511,Udine,1586-02-21,Vittorio Veneto,république de Venise,,,,72566100,0000000019916140,495/363214,Q981277
GiovanniDelleCorniole,Giovanni,delle Corniole,"Giovanni delle
          Corniole",graveur italien (1470 - 1516),orfèvre graveur ou graveuse | graveur italien (1470 - 1516),1470-01-01,,1516-01-01,,,,500069322,,4045157100623272740004,,,Q19569735
Demetrios,,Demetrios,Roi Demetrius; Roy Demétrius; re Demetrio; Demetrius; Demétrius; Demetrio,,,,,,,,,,,,,,
MarcoDente,Marco,Dente,"Marc de Ravenne, Marco da Ravenna; Marc de Ravenne; Marc Ravignano; Marc de Ravene",graveur italien (vers 1493 - 1527),N/A | dit aussi Marco da Ravenna,1493,Ravenna,1527,Roma,Italie,,500023820,14972764c,4700477,0000000117947565,,Q712750
ClaudeDeruet,Claude,Deruet,Mr. Derruet,peintre français,N/A,1588-01-01,Nancy,1660-10-20,Nancy,France,,500005182,13604414c,63151776828918012683,0000000076922328,,Q355563
GirardDesargues,Girard,Desargues,Monsieur Desargues; sieur Desargues; Desargues,architecte et mathématicien français du XVIIe siècle,French mathematician and architect.,1591-02-21,Lyon,1661-10-09,Lyon,royaume de France,,500106146,11899746z,96472819,0000000116907596,495/199659,Q152817
ReneDescartes,René,Descartes,René Descartes; Descartes,philosophe et mathématicien français,"philosophe, mathématicien ou mathématicienne, musicologue, physicien ou physicienne, astronome, théoricien ou théoricienne de la musique,
            épistolier, inventeur d'automates, militaire, écrivain ou écrivaine, polymathe",1596-03-31,Descartes,1650-02-11,municipalité de la ville de Stockholm,France,,500223252,11899775j,41838958,0000000121296144,495/11871,Q9191
Desuat,,Desuat,,,dieu mentionné par Lomazzo,,,,,,,,,,,,
Deucalion,Deucalion,Deucalion,Deucalion,"personnage de la mythologie grecque, fils de Prométhée",N/A,,N/A,,N/A,,,,,211768813,,,Q207715
Bramante,Donato,di Angelo di Pascuccio,Bramante; Bramant d'Urbin; Bramants; Bramanti; Bramant,architecte et peintre italien,"One of the most famous architects of the Italian High Renaisance, he is most well-known for his design of Saint Peter's in Rome. Italian
            architect. | dit Bramante",1443,Urbino,1514-04-11,Roma,Italie,,500019098,137365696,79161779,0000000122822740,495/7278,Q7793
ArnolfoDiLapo,Arnolfo,di Cambio di Lapo,Arnolfo di Cambio; Arnolfo Lapo; Arnolfe Lapo; Arnolpho,sculpteur et architect florentin,"Two phases of Arnolfo's career were formerly attributed to two different artists. Today it is held that Arnolfo is the sculptor who is
            documented as Nicola Pisano's pupil and who worked principally in Rome; he is also the architect Arnolfo, who worked in Florence. Giorgio
            Vasari, a 16th-century biographer of artists, incorrectly noted his birth date and father's name. Arnolfo is first mentioned in a document
            of 29 September 1265 as Nicola Pisano's assistant.",1240-01-01,Colle di Val d'Elsa,1302-03-08,Firenze,Italie,,500020772,120750692,265308757,0000000121300457,,Q315249
RodrigoDiToledo,Rodrigo,Di Toledo,,,,,,,,,,,,,,,
BenedettoDiada,Benedetto,Diada,Benoît Diada,peintre vénitien de la Renaissance,Comment on works: religious | Benoît Diada chez Monier,1460-01-01,Venise,1525-01-01,Venezia,république de Venise,,500027147,149729073,34729100,0000000083715693,,Q3638104
Diane,Diane,Diane,Diane; Diana; DIANE,"déesse de la chasse et de la Lune dans la mythologie romaine, assimilée à la déesse grecque Artémis","chasseur ou chasseresse, archer ou archère",,N/A,,N/A,,,,,122737933,,,Q132543
DidierDeLombardie,Didier,Didier de Lombardie,Didier de Lombardie,roi des Lombards,souverain | Roi des Lombards de 756 à 774.,0710,Brescia,0786-01-01,Liège,,,,,232278985,000000007820037X,495/28995,Q297520
Didon,Didon,Didon,Didon; Reina Didone; Didone,"princesse phénicienne, fondatrice légendaire de Carthage et sa première reine",dirigeant ou dirigeante,,Tyr,,Carthage,Phénicie,,,,57406084,,,Q905162
AbrahamJanszVanDiepenbeeck,Abraham Jansz van,Diepenbeeck,Abraham Diepembek; ABRAHAM DIPEMBEC; Diépembeck,peintre néerlandais,Comment on works: Religious; Mythology; Portraits,1596-05-09,s Hertogenbosch,1675-09-01,Antwerpen,Pays-Bas des Habsbourg,,500024425,14802084f,24866132,0000000108803674,495/281386,Q330854
Dieu,Dieu,Dieu,Dieu; Le Saint Esprit; Dieu le Pere; S. Esprit; Iddio; DEO.; dieu; DIEU; DIO; Dio,"entité divine, être suprême et objet principal de la foi monothéiste",N/A,,N/A,,N/A,,,,11975724f,,,,Q190
Dinias,,Dinias,N/A; Dinias,n/a,artiste peintre,,N/A,,N/A,,,,,,,,Q11917928
NelloDiDino,"Nello, di",Dino,Bruno (ami de Buffalmacco); Bruno,,"Bruno, compagnon de Buffalmacco",,,,,,,,,,,,
Dinocrate,Dinocrate,Dinocrate de Rhodes,Dinocrate de Rhodes; Stasicrates; Dinocrates; Dinocrate,architecte antique,"architecte, urbaniste",0400-01-01,Rhodes,0360,N/A,royaume de Macédoine,,500080841,,20490228,,,Q471762
Diocletien,,Diocletien,Dioclétien; Diocletien,empereur romain de 284 à 305,"personnalité politique, monarque | Empereur romain de 286 à 305.",0244-12-22,Doclea,0316-12-03,Salone,Rome antique,,500115704,121834979,70259756,0000000118334613,495/37272,Q43107
DiodoreDeSicile,Diodore,Diodore de Sicile,Diodore de Sicile; Diodoro; Diodore Sicilien; Diodoro Siculo; Diodore; Diod,historien et chroniqueur grec du Ier siècle av. J.-C.,"historien ou historienne, géographe, mythographe",0090-01-01,N/A,0020,N/A,,,,11900233c,56608763,0000000401560974,495/14135,Q171241
Dioscoride,Dioscoride,Dioscoride,Dioscoride,"médecin, pharmacologue et botaniste grec","médecin, botaniste, pharmacien ou pharmacienne, pharmacologue",0040-01-01,Anazarbe,0090-01-01,N/A,Rome antique,,,13092799r,78822798,0000000094803939,495/55884,Q297776
Discordia,Discorde,Discordia,Eris (en grec); Discordia,n/a,N/A | aussi connue sous le nom d'Eris [en grec],,N/A,,N/A,,,,,,,,Q3030152
AgostinoDisserolio,Agostino,Disserolio,Agostino Disserolio,,,,,,,,,,,,,,
LudovicoDolce,Ludovico,Dolce,Lodovico; Lodovico Dolce; Dolce,"auteur polygraphe, grammairien et théoricien de la peinture italien","linguiste, écrivain ou écrivaine, dramaturge, traducteur ou traductrice | Aussi connu sous le nom de Lodovico.",1508-01-01,Venise,1568-01-01,Venise,république de Venise,,500316902,121766276,2514434,0000000121179490,495/74742,Q1867806
Dominiquin,Le,Dominiquin,Dominiquin; Dominique Zampieri; DOMINIQUE ZAMPIERI; Dominiquain Bonon; le Dominiquain; le Dominiquin; LE DOMINIQUIN; Domenichino; Dominicain,peintre italien,"Domenichino was the son of a son of a successful shoemaker. He studied and worked with Ludovico Carracci's studio and under Annibale
            Carracci. From his frescoes and altarpieces, he was an influential exponent of the 17th-century classical style. Best known for landscapes
            and for sensitive depictions of facial expression and gestures.",1581-10-21,Bologna,1641-04-15,Napoli,États pontificaux,,500018832,119663905,56618267,0000000121340539,495/18902,Q320118
Domitien,Domitien,Domitien,Domitien; Domitian Cesar; Domitian,empereur romain de 81 à 96,personnalité politique,0051-10-24,Rome,0096-09-18,Rome,Rome antique,,500083758,119376464,96284078,0000000121444389,495/8299,Q1423
Donatello,Donatello,Donatello,Donatello; le Donatele; Donatelle; Donatele,sculpteur italien,"Important and very influential Florentine sculptor in the media of marble, bronze, and wood. Although he himself was not not a cultured
            intellectual (as was typical for artists of his generation and earlier), he associated with early Renaissance humanists in Florence, Rome,
            and Padua. In his art, he made new references to Antique forms, and to this added new expressive and technical virtuousity to sculpture of
            the period. Italian sculptor. Comment on works: sculptor | dit Donatello",1386-01-01,Firenze,1466-12-13,Florence,République florentine,,500026022,121028756,22171330,0000000121236619,495/4238,Q37562
Mastelletta,Giovanni Andrea,Donducci,Mastelletta; le Mastelletta,peintre italien,,1575-02-14,Bologne,1655-04-25,Bologne,Italie,,500024427,,45100769,0000000066771124,,Q547109
IppolitoDonesmondi,Ippolito,Donesmondi,Donesmondi,historien italien,"He was a member of an ancient noble family from Mantua, Donesmondi",,Mantova,1630-00-00,Mantova,,,,,29870875,0000000066296896,495/81931,Q22054594
AgnoloDoni,Agnolo,Doni,N/A; Agnolo Doni,n/a,N/A,1474,N/A,1539,N/A,,,,,172756106,,,Q26791760
AntonFrancescoDoni,Anton Francesco,Doni,Anton Francesco Doni; Doni,homme de lettres italien,"éditeur ou éditrice, traducteur ou traductrice, écrivain ou écrivaine, poète ou poétesse, bibliographe, typographe",1513-05-16,Florence,1574-08-31,Monselice,,,500316936,12020161b,2482644,000000011872331X,495/18917,Q601844
